"id"	"governement_work"	"occupation"	"capital_gain"	"capital_loss"	"hours_per_week"
"548"	2543	"Private"	"Craft repair"	0	0	35
"549"	2546	"Private"	"Other service"	0	0	35
"550"	2547	"Private"	"Other service"	0	0	35
"551"	2575	"Private"	"Sales"	0	0	35
"552"	2581	"Private"	"Adm clerical"	0	0	35
"553"	2602	"Private"	"Machine op inspct"	0	0	35
"554"	2621	"Private"	"Sales"	0	0	35
"555"	2623	"Private"	"Prof specialty"	0	0	35
"556"	2637	"Private"	"Adm clerical"	3103	0	35
"557"	2641	"Private"	"Adm clerical"	0	0	35
"558"	2651	"Private"	"Other service"	0	0	35
"559"	2664	"Private"	"Tech support"	0	0	35
"560"	2675	"Local gov"	"Prof specialty"	0	0	35
"561"	2679	"Private"	"Craft repair"	0	0	35
"562"	2684	"Private"	"Handlers cleaners"	0	0	35
"563"	2698	"Private"	"Machine op inspct"	0	0	35
"564"	128	"Private"	"Other service"	0	0	36
"565"	244	"Private"	"Farming fishing"	0	0	36
"566"	275	"Private"	"Farming fishing"	0	0	36
"567"	319	"Private"	"Prof specialty"	0	0	36
"568"	371	"Private"	"Prof specialty"	0	0	36
"569"	397	"Private"	"Farming fishing"	0	0	36
"570"	414	"Private"	"Exec managerial"	0	0	36
"571"	542	"Private"	"Other service"	0	0	36
"572"	733	"Private"	"Prof specialty"	0	0	36
"573"	736	"Private"	"Other service"	0	0	36
"574"	1012	"Private"	"Craft repair"	0	0	36
"575"	1296	"Private"	"Prof specialty"	0	1876	36
"576"	1329	"Private"	"Prof specialty"	0	0	36
"577"	1494	"Private"	"Machine op inspct"	0	0	36
"578"	1507	"Private"	"Craft repair"	0	0	36
"579"	1541	"Private"	"Farming fishing"	0	0	36
"580"	1679	"Private"	"Other service"	0	0	36
"581"	1934	"Private"	"Sales"	0	0	36
"582"	2072	"Private"	"Transport moving"	0	0	36
"583"	2133	NA	NA	0	0	36
"584"	2134	"Private"	"Farming fishing"	0	0	36
"585"	2165	"Private"	"Adm clerical"	0	0	36
"586"	2246	"Private"	"Craft repair"	0	0	36
"587"	2586	"Private"	"Farming fishing"	0	0	36
"588"	166	"Private"	"Sales"	0	0	37
"589"	221	"Private"	"Transport moving"	0	0	37
"590"	521	"Private"	"Craft repair"	0	0	37
"591"	677	"Private"	"Other service"	0	0	37
"592"	1164	"Private"	"Machine op inspct"	0	0	37
"593"	1188	"Private"	"Handlers cleaners"	0	0	37
"594"	1291	"Private"	"Machine op inspct"	0	0	37
"595"	1408	"State gov"	"Tech support"	0	0	37
"596"	1502	"Private"	"Other service"	0	0	37
"597"	1915	"Private"	"Craft repair"	0	0	37
"598"	2054	"Private"	"Other service"	0	0	37
"599"	2557	"Private"	"Adm clerical"	0	0	37
"600"	2617	"Private"	"Craft repair"	0	0	37
"601"	16	"Local gov"	"Adm clerical"	0	0	38
"602"	73	"Private"	"Machine op inspct"	0	0	38
"603"	159	"Local gov"	"Other service"	0	0	38
"604"	296	"Private"	"Transport moving"	0	0	38
"605"	488	"Private"	"Other service"	0	0	38
"606"	682	"Self emp not inc"	"Sales"	0	0	38
"607"	708	"Private"	"Adm clerical"	0	0	38
"608"	770	"Private"	"Adm clerical"	0	0	38
"609"	819	"Private"	"Machine op inspct"	0	0	38
"610"	963	"Private"	"Other service"	0	0	38
"611"	968	"Private"	"Prof specialty"	0	0	38
"612"	1105	"Private"	"Other service"	0	0	38
"613"	1209	"State gov"	"Prof specialty"	0	0	38
"614"	1255	"Private"	"Craft repair"	0	0	38
"615"	1336	"Private"	"Handlers cleaners"	0	0	38
"616"	1505	"Private"	"Machine op inspct"	0	0	38
"617"	1509	"Private"	"Other service"	0	0	38
"618"	1545	"Private"	"Machine op inspct"	0	0	38
"619"	1609	"Private"	"Handlers cleaners"	0	0	38
"620"	1961	"State gov"	"Prof specialty"	0	0	38
"621"	2000	"Private"	"Tech support"	0	0	38
"622"	2059	"Private"	"Other service"	0	0	38
"623"	2097	"State gov"	"Adm clerical"	0	0	38
"624"	2220	"Self emp inc"	"Prof specialty"	0	0	38
"625"	2287	"Private"	"Protective serv"	15024	0	38
"626"	2366	"Private"	"Prof specialty"	0	0	38
"627"	2419	"Private"	"Other service"	0	0	38
"628"	2431	"Local gov"	"Adm clerical"	0	0	38
"629"	2449	"Private"	"Tech support"	0	0	38
"630"	2703	"Private"	"Other service"	0	0	38
"631"	558	"Private"	"Handlers cleaners"	0	0	39
"632"	1267	"State gov"	"Other service"	0	0	39
"633"	1	"Private"	"Prof specialty"	0	0	40
"634"	3	"State gov"	"Prof specialty"	0	0	40
"635"	6	"Private"	"Machine op inspct"	0	0	40
"636"	8	"Private"	"Machine op inspct"	0	0	40
"637"	9	"Private"	"Other service"	0	0	40
"638"	10	"Private"	"Other service"	0	0	40
"639"	11	"Private"	"Other service"	0	0	40
"640"	13	"Private"	"Exec managerial"	0	0	40
"641"	14	"Federal gov"	"Prof specialty"	0	0	40
"642"	17	"Private"	"Exec managerial"	0	0	40
"643"	18	"Private"	"Other service"	0	0	40
"644"	19	"Private"	"Machine op inspct"	0	0	40
"645"	20	"Private"	"Transport moving"	0	0	40
"646"	21	NA	NA	0	0	40
"647"	25	"Self emp not inc"	"Farming fishing"	0	0	40
"648"	29	"Private"	"Craft repair"	0	0	40
"649"	30	"Private"	"Adm clerical"	0	0	40
"650"	32	"Private"	"Machine op inspct"	0	0	40
"651"	36	"Self emp not inc"	"Craft repair"	0	0	40
"652"	37	"Private"	"Handlers cleaners"	0	2179	40
"653"	38	"Private"	"Machine op inspct"	0	0	40
"654"	40	"Private"	"Craft repair"	0	1980	40
"655"	41	"Private"	"Craft repair"	0	0	40
"656"	43	"Private"	"Other service"	0	0	40
"657"	44	"Local gov"	"Farming fishing"	0	0	40
"658"	47	"Private"	"Other service"	0	0	40
"659"	48	"Private"	"Other service"	0	0	40
"660"	49	"Private"	"Prof specialty"	7688	0	40
"661"	50	"Private"	"Handlers cleaners"	0	0	40
"662"	52	"Private"	"Prof specialty"	0	0	40
"663"	53	"State gov"	"Adm clerical"	0	0	40
"664"	54	NA	NA	0	1762	40
"665"	55	"Private"	"Adm clerical"	0	0	40
"666"	56	"Private"	"Craft repair"	0	0	40
"667"	58	"Private"	"Prof specialty"	0	0	40
"668"	59	"Private"	"Sales"	0	1380	40
"669"	60	"Private"	"Other service"	0	0	40
"670"	62	"Private"	"Other service"	0	0	40
"671"	63	"Private"	"Craft repair"	0	0	40
"672"	64	"Local gov"	"Protective serv"	0	0	40
"673"	68	"Private"	"Farming fishing"	0	0	40
"674"	69	"Self emp not inc"	"Sales"	0	2415	40
"675"	70	"Private"	"Adm clerical"	0	0	40
"676"	71	"Private"	"Adm clerical"	0	0	40
"677"	74	"Private"	"Priv house serv"	0	0	40
"678"	75	"Private"	"Adm clerical"	0	0	40
"679"	77	"Private"	"Exec managerial"	0	0	40
"680"	82	"Self emp not inc"	"Sales"	0	0	40
"681"	83	"Private"	"Craft repair"	0	0	40
"682"	88	"Self emp inc"	"Exec managerial"	0	1651	40
"683"	90	"Private"	"Prof specialty"	0	0	40
"684"	91	"Private"	"Other service"	0	0	40
"685"	94	"Federal gov"	"Sales"	0	0	40
"686"	96	"Private"	"Machine op inspct"	0	0	40
"687"	98	"Self emp not inc"	"Sales"	0	0	40
"688"	99	"Federal gov"	"Prof specialty"	0	0	40
"689"	101	"Private"	"Other service"	0	0	40
"690"	102	"Private"	"Adm clerical"	0	0	40
"691"	104	"Private"	"Other service"	0	0	40
"692"	106	"Private"	"Sales"	0	0	40
"693"	107	"Private"	"Exec managerial"	99999	0	40
"694"	109	"Private"	"Exec managerial"	0	0	40
"695"	113	"Private"	"Machine op inspct"	0	0	40
"696"	115	"Private"	"Farming fishing"	2105	0	40
"697"	116	"Private"	"Other service"	0	0	40
"698"	118	NA	NA	0	0	40
"699"	119	"Private"	"Other service"	0	0	40
"700"	120	"Private"	"Other service"	0	0	40
"701"	124	"Private"	"Machine op inspct"	0	0	40
"702"	126	"Private"	"Protective serv"	0	0	40
"703"	127	"Private"	"Adm clerical"	0	0	40
"704"	132	"Private"	"Handlers cleaners"	0	0	40
"705"	133	"Private"	"Adm clerical"	0	0	40
"706"	134	"Private"	"Machine op inspct"	0	0	40
"707"	135	"Private"	"Handlers cleaners"	0	0	40
"708"	136	"Self emp not inc"	"Prof specialty"	99999	0	40
"709"	137	"Private"	"Adm clerical"	0	0	40
"710"	138	"Private"	"Other service"	0	0	40
"711"	139	"Private"	"Other service"	0	0	40
"712"	140	"Self emp not inc"	"Prof specialty"	0	0	40
"713"	141	"Self emp not inc"	"Other service"	0	0	40
"714"	144	"State gov"	"Exec managerial"	0	0	40
"715"	148	"Private"	"Prof specialty"	13550	0	40
"716"	149	"Private"	"Adm clerical"	0	0	40
"717"	150	"Private"	"Exec managerial"	0	0	40
"718"	151	"Private"	"Other service"	0	0	40
"719"	153	"Private"	"Adm clerical"	0	0	40
"720"	154	"Private"	"Priv house serv"	0	0	40
"721"	158	"Private"	"Priv house serv"	0	0	40
"722"	160	"State gov"	"Adm clerical"	0	0	40
"723"	161	"Federal gov"	"Adm clerical"	0	0	40
"724"	162	"Private"	"Transport moving"	0	0	40
"725"	164	"Private"	"Handlers cleaners"	0	0	40
"726"	167	"Private"	"Transport moving"	0	0	40
"727"	169	"Federal gov"	"Adm clerical"	0	0	40
"728"	170	"Local gov"	"Exec managerial"	0	1741	40
"729"	172	"Private"	"Craft repair"	0	0	40
"730"	173	"Private"	"Other service"	0	0	40
"731"	174	"Private"	"Prof specialty"	0	0	40
"732"	178	NA	NA	0	0	40
"733"	179	"Federal gov"	"Exec managerial"	0	1887	40
"734"	180	"Private"	"Machine op inspct"	0	0	40
"735"	181	"Private"	"Exec managerial"	0	0	40
"736"	182	"Private"	"Craft repair"	0	0	40
"737"	185	"Private"	"Craft repair"	0	0	40
"738"	187	"Private"	"Other service"	0	0	40
"739"	188	"Private"	"Exec managerial"	0	0	40
"740"	192	"Private"	"Handlers cleaners"	0	0	40
"741"	194	"Private"	"Tech support"	0	0	40
"742"	195	"Private"	"Machine op inspct"	0	0	40
"743"	196	"State gov"	"Prof specialty"	4064	0	40
"744"	197	"Private"	"Machine op inspct"	0	0	40
"745"	198	"Private"	"Machine op inspct"	0	0	40
"746"	199	"Private"	"Craft repair"	0	0	40
"747"	201	"Private"	"Adm clerical"	0	0	40
"748"	202	"Private"	"Transport moving"	0	0	40
"749"	205	"Private"	"Prof specialty"	0	0	40
"750"	206	"Private"	"Adm clerical"	0	0	40
"751"	207	"Private"	"Adm clerical"	0	0	40
"752"	210	"Self emp not inc"	"Other service"	0	0	40
"753"	213	"Private"	"Handlers cleaners"	0	0	40
"754"	216	"Private"	"Other service"	0	0	40
"755"	220	"Private"	"Adm clerical"	0	0	40
"756"	222	"Private"	"Machine op inspct"	0	0	40
"757"	223	"Private"	"Adm clerical"	0	0	40
"758"	225	"Private"	"Machine op inspct"	0	0	40
"759"	226	"Private"	"Craft repair"	0	0	40
"760"	227	"Private"	"Adm clerical"	0	0	40
"761"	228	"Local gov"	"Prof specialty"	0	0	40
"762"	231	"Private"	"Craft repair"	0	0	40
"763"	240	"Private"	"Craft repair"	0	1902	40
"764"	241	"Private"	"Adm clerical"	0	0	40
"765"	242	"Private"	"Prof specialty"	0	0	40
"766"	245	"Private"	"Exec managerial"	0	0	40
"767"	246	"Private"	"Exec managerial"	0	0	40
"768"	247	"Self emp not inc"	"Other service"	0	0	40
"769"	248	"Private"	"Farming fishing"	0	0	40
"770"	252	"Private"	"Craft repair"	0	0	40
"771"	253	"Private"	"Prof specialty"	0	0	40
"772"	254	"Private"	"Exec managerial"	0	0	40
"773"	255	NA	NA	0	0	40
"774"	257	"Private"	"Prof specialty"	0	1848	40
"775"	260	"Private"	"Craft repair"	0	0	40
"776"	261	NA	NA	0	0	40
"777"	262	"Private"	"Other service"	0	0	40
"778"	263	"Federal gov"	"Tech support"	7688	0	40
"779"	265	"Private"	"Craft repair"	0	0	40
"780"	266	"Private"	"Craft repair"	0	0	40
"781"	267	"Private"	"Farming fishing"	0	0	40
"782"	269	"Private"	"Priv house serv"	0	0	40
"783"	270	"Private"	"Machine op inspct"	0	0	40
"784"	271	"Private"	"Sales"	3464	0	40
"785"	273	"Private"	"Prof specialty"	15020	0	40
"786"	274	"Private"	"Adm clerical"	0	0	40
"787"	276	"Private"	"Other service"	0	0	40
"788"	277	"Private"	"Farming fishing"	0	0	40
"789"	278	"Private"	"Craft repair"	0	0	40
"790"	281	"Private"	"Craft repair"	5178	0	40
"791"	282	"Private"	"Craft repair"	0	0	40
"792"	283	"Private"	"Transport moving"	0	0	40
"793"	284	"Private"	"Sales"	0	0	40
"794"	285	"Private"	"Machine op inspct"	0	0	40
"795"	286	NA	NA	0	0	40
"796"	290	"Private"	"Prof specialty"	0	0	40
"797"	291	"Private"	"Machine op inspct"	3137	0	40
"798"	292	"Private"	"Prof specialty"	0	0	40
"799"	293	"Private"	"Machine op inspct"	0	0	40
"800"	298	"Private"	"Handlers cleaners"	0	0	40
"801"	299	"Private"	"Handlers cleaners"	0	0	40
"802"	300	"Private"	"Machine op inspct"	0	0	40
"803"	301	"Private"	"Adm clerical"	0	0	40
"804"	302	"Private"	"Exec managerial"	0	0	40
"805"	303	"Local gov"	"Adm clerical"	0	0	40
"806"	305	NA	NA	0	0	40
"807"	308	"Private"	"Transport moving"	0	0	40
"808"	309	"Private"	"Machine op inspct"	0	0	40
"809"	310	"Private"	"Other service"	0	0	40
"810"	314	"Private"	"Machine op inspct"	0	0	40
"811"	316	"Private"	"Handlers cleaners"	0	0	40
"812"	318	"Private"	"Machine op inspct"	3325	0	40
"813"	321	"Private"	"Handlers cleaners"	0	0	40
"814"	324	"Private"	"Handlers cleaners"	0	0	40
"815"	327	"Private"	"Prof specialty"	914	0	40
"816"	329	"Private"	"Other service"	0	0	40
"817"	331	"Private"	"Craft repair"	0	0	40
"818"	337	"Private"	"Transport moving"	0	0	40
"819"	338	"Private"	"Sales"	0	0	40
"820"	341	"Private"	"Adm clerical"	0	0	40
"821"	342	"Private"	"Handlers cleaners"	0	0	40
"822"	344	"Private"	"Adm clerical"	0	0	40
"823"	345	"Private"	"Machine op inspct"	0	0	40
"824"	346	"Private"	"Craft repair"	0	0	40
"825"	348	NA	NA	0	0	40
"826"	349	"Private"	"Craft repair"	0	0	40
"827"	353	"Private"	"Handlers cleaners"	0	0	40
"828"	354	"Private"	"Machine op inspct"	0	0	40
"829"	355	NA	NA	0	0	40
"830"	357	"Self emp not inc"	"Exec managerial"	0	0	40
"831"	359	"Private"	"Craft repair"	0	0	40
"832"	362	"Private"	"Craft repair"	0	0	40
"833"	363	"Private"	"Adm clerical"	0	0	40
"834"	364	"State gov"	"Prof specialty"	0	0	40
"835"	365	"Private"	"Exec managerial"	0	0	40
"836"	366	"Self emp not inc"	"Craft repair"	0	0	40
"837"	368	"Private"	"Sales"	0	0	40
"838"	369	"Private"	"Adm clerical"	0	0	40
"839"	372	"Private"	"Handlers cleaners"	0	0	40
"840"	375	"Private"	"Handlers cleaners"	0	0	40
"841"	376	"Local gov"	"Prof specialty"	0	0	40
"842"	378	"Private"	"Other service"	0	0	40
"843"	381	"Private"	"Craft repair"	0	0	40
"844"	384	"Private"	"Prof specialty"	0	0	40
"845"	386	"Private"	"Handlers cleaners"	0	0	40
"846"	389	"Private"	"Craft repair"	0	0	40
"847"	394	"Private"	"Sales"	0	0	40
"848"	399	"Private"	"Other service"	0	0	40
"849"	402	"Federal gov"	"Tech support"	0	1902	40
"850"	403	"Private"	"Craft repair"	0	0	40
"851"	404	"Private"	"Transport moving"	0	0	40
"852"	408	"Private"	"Adm clerical"	0	0	40
"853"	409	"Private"	"Craft repair"	0	0	40
"854"	410	"Private"	"Tech support"	0	1092	40
"855"	411	"Private"	"Machine op inspct"	0	0	40
"856"	412	"Private"	"Craft repair"	0	0	40
"857"	413	"Private"	"Craft repair"	0	0	40
"858"	415	"Private"	"Handlers cleaners"	0	0	40
"859"	418	"Private"	"Prof specialty"	0	1977	40
"860"	420	"Private"	"Handlers cleaners"	0	0	40
"861"	421	"Private"	"Machine op inspct"	0	0	40
"862"	423	"Private"	"Handlers cleaners"	0	0	40
"863"	424	"Self emp inc"	"Sales"	0	0	40
"864"	428	"Self emp not inc"	"Craft repair"	0	0	40
"865"	429	"Private"	"Adm clerical"	0	0	40
"866"	431	"Private"	"Transport moving"	0	0	40
"867"	432	"Private"	"Sales"	0	0	40
"868"	434	"Private"	"Transport moving"	0	0	40
"869"	436	"Private"	"Machine op inspct"	0	0	40
"870"	437	"State gov"	"Prof specialty"	0	0	40
"871"	440	"Private"	"Other service"	0	0	40
"872"	442	"Private"	"Machine op inspct"	0	0	40
"873"	444	"Private"	"Handlers cleaners"	0	0	40
"874"	445	"Private"	"Handlers cleaners"	0	0	40
"875"	446	"Private"	"Machine op inspct"	0	0	40
"876"	448	"Private"	"Other service"	0	0	40
"877"	449	"Private"	"Exec managerial"	0	0	40
"878"	451	NA	NA	0	0	40
"879"	452	"Private"	"Handlers cleaners"	0	0	40
"880"	453	"Private"	"Tech support"	7430	0	40
"881"	455	"Private"	"Adm clerical"	0	0	40
"882"	456	"Private"	"Other service"	0	0	40
"883"	460	"Private"	"Machine op inspct"	0	0	40
"884"	462	"Private"	"Protective serv"	0	0	40
"885"	463	"Private"	"Machine op inspct"	0	0	40
"886"	465	"Private"	"Exec managerial"	0	0	40
"887"	466	"Private"	"Prof specialty"	0	0	40
"888"	467	"Self emp not inc"	"Sales"	0	2258	40
"889"	468	"Private"	"Other service"	0	0	40
"890"	469	"Private"	"Exec managerial"	0	0	40
"891"	471	"Private"	"Craft repair"	0	0	40
"892"	472	"Private"	"Craft repair"	0	0	40
"893"	474	"Private"	"Machine op inspct"	0	0	40
"894"	477	NA	NA	0	0	40
"895"	478	"Private"	"Craft repair"	0	0	40
"896"	479	"Private"	"Priv house serv"	0	0	40
"897"	481	"Private"	"Machine op inspct"	0	0	40
"898"	483	"Private"	"Tech support"	0	0	40
"899"	486	"Private"	"Machine op inspct"	0	0	40
"900"	490	"Private"	"Priv house serv"	0	0	40
"901"	491	"Private"	"Handlers cleaners"	0	0	40
"902"	494	"Self emp not inc"	"Craft repair"	0	0	40
"903"	495	"Private"	"Craft repair"	0	0	40
"904"	497	"Private"	"Machine op inspct"	0	0	40
"905"	499	"Private"	"Machine op inspct"	0	0	40
"906"	503	"Private"	"Farming fishing"	0	0	40
"907"	505	"Private"	"Tech support"	0	0	40
"908"	506	"Private"	"Other service"	0	0	40
"909"	508	"Private"	"Craft repair"	2290	0	40
"910"	509	"Private"	"Farming fishing"	0	0	40
"911"	510	"Self emp not inc"	"Exec managerial"	0	0	40
"912"	511	"Private"	"Machine op inspct"	0	0	40
"913"	513	NA	NA	0	0	40
"914"	516	"Private"	"Craft repair"	0	0	40
"915"	517	"Local gov"	"Exec managerial"	0	0	40
"916"	519	"Private"	"Tech support"	0	0	40
"917"	520	"Private"	"Adm clerical"	0	0	40
"918"	522	"Private"	"Prof specialty"	0	0	40
"919"	523	"Private"	"Craft repair"	0	0	40
"920"	524	"Private"	"Exec managerial"	0	0	40
"921"	526	NA	NA	0	0	40
"922"	527	"Private"	"Prof specialty"	5013	0	40
"923"	529	"Private"	"Adm clerical"	0	0	40
"924"	532	"Federal gov"	"Adm clerical"	0	0	40
"925"	535	"Private"	"Prof specialty"	0	1740	40
"926"	536	"Private"	"Adm clerical"	0	0	40
"927"	537	"Private"	"Sales"	0	0	40
"928"	540	"Self emp inc"	"Sales"	0	0	40
"929"	543	NA	NA	0	0	40
"930"	548	"Self emp not inc"	"Farming fishing"	0	0	40
"931"	551	"Private"	"Other service"	0	0	40
"932"	555	"Private"	"Other service"	0	0	40
"933"	557	"Private"	"Craft repair"	0	0	40
"934"	560	"Private"	"Exec managerial"	4508	0	40
"935"	565	"Private"	"Transport moving"	0	0	40
"936"	568	"Self emp inc"	"Other service"	0	0	40
"937"	571	"Private"	"Adm clerical"	0	0	40
"938"	573	"Private"	"Other service"	0	0	40
"939"	574	"Private"	"Sales"	0	0	40
"940"	575	"Self emp inc"	"Sales"	0	0	40
"941"	577	"Private"	"Craft repair"	0	0	40
"942"	580	NA	NA	0	0	40
"943"	581	"Private"	"Machine op inspct"	0	0	40
"944"	582	"Private"	"Craft repair"	0	0	40
"945"	583	"Private"	"Exec managerial"	0	0	40
"946"	585	"Private"	"Handlers cleaners"	0	0	40
"947"	589	"Private"	"Adm clerical"	0	0	40
"948"	592	"Private"	"Other service"	0	0	40
"949"	597	"Federal gov"	"Exec managerial"	0	0	40
"950"	598	"Private"	"Farming fishing"	0	0	40
"951"	600	"Private"	"Other service"	0	0	40
"952"	602	"Self emp not inc"	"Craft repair"	0	0	40
"953"	603	"Private"	"Other service"	0	0	40
"954"	604	"Private"	"Craft repair"	0	0	40
"955"	605	NA	NA	0	0	40
"956"	608	"Private"	"Adm clerical"	2105	0	40
"957"	609	"State gov"	"Protective serv"	0	0	40
"958"	610	"Private"	"Machine op inspct"	0	0	40
"959"	611	"State gov"	"Other service"	0	0	40
"960"	612	"Federal gov"	"Other service"	0	0	40
"961"	614	"State gov"	"Exec managerial"	0	0	40
"962"	615	"State gov"	"Prof specialty"	0	0	40
"963"	616	"Private"	"Other service"	0	0	40
"964"	617	"Local gov"	"Adm clerical"	0	0	40
"965"	618	"Private"	"Other service"	0	0	40
"966"	622	"Private"	"Machine op inspct"	0	0	40
"967"	623	"State gov"	"Prof specialty"	0	0	40
"968"	624	"Private"	"Adm clerical"	0	0	40
"969"	627	"Local gov"	"Adm clerical"	0	0	40
"970"	628	"Private"	"Machine op inspct"	7298	0	40
"971"	630	"Private"	"Other service"	0	0	40
"972"	631	"Federal gov"	"Prof specialty"	0	2002	40
"973"	632	"Private"	"Exec managerial"	0	0	40
"974"	634	"Self emp not inc"	"Craft repair"	0	0	40
"975"	635	"Private"	"Other service"	0	0	40
"976"	638	"Private"	"Exec managerial"	0	0	40
"977"	639	"Private"	"Handlers cleaners"	0	0	40
"978"	642	"Private"	"Transport moving"	0	0	40
"979"	643	"Private"	"Prof specialty"	0	0	40
"980"	644	NA	NA	0	0	40
"981"	646	"Private"	"Prof specialty"	0	0	40
"982"	647	"Private"	"Craft repair"	0	0	40
"983"	648	"Private"	"Machine op inspct"	0	0	40
"984"	654	"Private"	"Craft repair"	0	0	40
"985"	657	"Private"	"Craft repair"	0	0	40
"986"	658	"Local gov"	"Other service"	0	0	40
"987"	660	"Private"	"Prof specialty"	0	0	40
"988"	661	"Self emp not inc"	"Prof specialty"	0	0	40
"989"	662	"Private"	"Sales"	0	0	40
"990"	663	"Federal gov"	"Exec managerial"	0	0	40
"991"	664	NA	NA	0	0	40
"992"	665	"Private"	"Sales"	0	0	40
"993"	668	"Private"	"Handlers cleaners"	0	0	40
"994"	669	"Private"	"Machine op inspct"	0	0	40
"995"	670	"Private"	"Machine op inspct"	0	0	40
"996"	671	"Private"	"Machine op inspct"	0	1719	40
"997"	673	"Private"	"Handlers cleaners"	0	0	40
"998"	674	"Private"	"Machine op inspct"	0	0	40
"999"	675	"Private"	"Exec managerial"	0	0	40
"1000"	678	"Private"	"Protective serv"	0	0	40
"1001"	679	"Private"	"Other service"	0	0	40
"1002"	680	"Federal gov"	"Exec managerial"	1471	0	40
"1003"	681	"Private"	"Priv house serv"	0	0	40
"1004"	685	"Private"	"Sales"	0	0	40
"1005"	687	"Private"	"Machine op inspct"	0	0	40
"1006"	689	"Private"	"Prof specialty"	0	0	40
"1007"	692	NA	NA	0	0	40
"1008"	693	NA	NA	0	0	40
"1009"	694	"Private"	"Handlers cleaners"	0	0	40
"1010"	698	"Private"	"Prof specialty"	0	0	40
"1011"	699	"Private"	"Exec managerial"	0	0	40
"1012"	701	"Private"	"Exec managerial"	0	0	40
"1013"	702	"Private"	"Machine op inspct"	0	0	40
"1014"	703	"Private"	"Adm clerical"	0	0	40
"1015"	704	"Private"	"Handlers cleaners"	0	0	40
"1016"	705	"Private"	"Other service"	0	0	40
"1017"	710	"Private"	"Other service"	0	0	40
"1018"	711	"Private"	"Craft repair"	0	0	40
"1019"	712	"Private"	"Craft repair"	0	0	40
"1020"	716	"Private"	"Tech support"	0	0	40
"1021"	717	"Private"	"Prof specialty"	0	0	40
"1022"	718	"Private"	"Handlers cleaners"	0	0	40
"1023"	719	"State gov"	"Prof specialty"	0	0	40
"1024"	720	"Private"	"Handlers cleaners"	0	0	40
"1025"	721	"Private"	"Other service"	0	0	40
"1026"	722	"Local gov"	"Craft repair"	0	0	40
"1027"	724	"Private"	"Machine op inspct"	0	0	40
"1028"	727	"Private"	"Other service"	0	0	40
"1029"	728	"Private"	"Other service"	0	0	40
"1030"	729	"Private"	"Craft repair"	14344	0	40
"1031"	730	"Private"	"Adm clerical"	0	0	40
"1032"	734	"Private"	"Machine op inspct"	0	0	40
"1033"	735	"Private"	"Other service"	0	0	40
"1034"	737	"Private"	"Handlers cleaners"	0	0	40
"1035"	738	"Private"	"Prof specialty"	0	0	40
"1036"	739	"Private"	"Adm clerical"	0	0	40
"1037"	743	"Private"	"Protective serv"	0	0	40
"1038"	744	"Private"	"Adm clerical"	0	0	40
"1039"	745	"Private"	"Priv house serv"	0	0	40
"1040"	746	"Private"	"Farming fishing"	0	0	40
"1041"	747	"Private"	"Craft repair"	0	0	40
"1042"	749	"Private"	"Machine op inspct"	0	0	40
"1043"	751	"Local gov"	"Adm clerical"	0	0	40
"1044"	753	NA	NA	0	0	40
"1045"	754	"Private"	"Craft repair"	0	0	40
"1046"	756	"Private"	"Machine op inspct"	0	0	40
"1047"	757	"Private"	"Handlers cleaners"	0	0	40
"1048"	758	"Private"	"Exec managerial"	0	0	40
"1049"	759	"Private"	"Farming fishing"	0	0	40
"1050"	762	"Private"	"Other service"	0	0	40
"1051"	764	"Local gov"	"Prof specialty"	0	0	40
"1052"	767	"Private"	"Other service"	0	0	40
"1053"	772	"Private"	"Other service"	0	0	40
"1054"	774	"Local gov"	"Craft repair"	0	0	40
"1055"	776	"Private"	"Other service"	0	1579	40
"1056"	777	"Private"	"Handlers cleaners"	0	0	40
"1057"	778	"Self emp not inc"	"Craft repair"	0	0	40
"1058"	779	"Private"	"Other service"	0	0	40
"1059"	781	"Private"	"Adm clerical"	0	0	40
"1060"	782	"Private"	"Prof specialty"	0	0	40
"1061"	784	"Private"	"Machine op inspct"	0	0	40
"1062"	785	"Private"	"Sales"	0	0	40
"1063"	786	"Private"	"Sales"	0	0	40
"1064"	790	"Private"	"Machine op inspct"	0	0	40
"1065"	791	"Federal gov"	"Exec managerial"	0	0	40
"1066"	793	"Private"	"Craft repair"	0	0	40
"1067"	794	"Private"	"Other service"	0	0	40
"1068"	797	"Private"	"Craft repair"	0	0	40
"1069"	799	"Private"	"Other service"	0	0	40
"1070"	800	"State gov"	"Adm clerical"	0	0	40
"1071"	801	"Private"	"Machine op inspct"	0	0	40
"1072"	802	"Private"	"Exec managerial"	0	0	40
"1073"	803	"Private"	"Farming fishing"	0	0	40
"1074"	808	"Private"	"Handlers cleaners"	3887	0	40
"1075"	810	"Local gov"	"Other service"	0	0	40
"1076"	811	"Private"	"Craft repair"	0	0	40
"1077"	812	NA	NA	0	0	40
"1078"	813	"Private"	"Farming fishing"	0	0	40
"1079"	815	"Private"	"Handlers cleaners"	0	0	40
"1080"	816	"Private"	"Other service"	0	0	40
"1081"	817	"Local gov"	"Adm clerical"	0	0	40
"1082"	818	"Private"	"Machine op inspct"	1831	0	40
"1083"	820	"Self emp inc"	"Sales"	0	0	40
"1084"	821	"Private"	"Other service"	0	0	40
"1085"	822	"Private"	"Craft repair"	0	0	40
"1086"	824	"Private"	"Craft repair"	0	0	40
