"id"	"age"	"gender"	"education"	"marital_status"	"relationship"	"ethnicity"
"627"	690	27	"Male"	"Masters"	"Never married"	"Not in family"	"Asian Pac Islander"
"628"	742	27	"Female"	"Bachelors"	"Married civ spouse"	"Not in family"	"Other"
"629"	777	27	"Female"	"HS to grad"	"Separated"	"Unmarried"	"White"
"630"	914	27	"Female"	"Bachelors"	"Never married"	"Unmarried"	"Asian Pac Islander"
"631"	916	27	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"632"	923	27	"Male"	"5th to 6th"	"Never married"	"Not in family"	"White"
"633"	973	27	"Female"	"Some to college"	"Never married"	"Not in family"	"Black"
"634"	1046	27	"Male"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"635"	1091	27	"Female"	"Some to college"	"Divorced"	"Unmarried"	"White"
"636"	1103	27	"Female"	"5th to 6th"	"Never married"	"Own child"	"Asian Pac Islander"
"637"	1125	27	"Female"	"5th to 6th"	"Married civ spouse"	"Wife"	"White"
"638"	1211	27	"Female"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"639"	1214	27	"Male"	"HS to grad"	"Never married"	"Not in family"	"White"
"640"	1239	27	"Female"	"HS to grad"	"Married spouse absent"	"Own child"	"White"
"641"	1254	27	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"642"	1265	27	"Male"	"5th to 6th"	"Never married"	"Other relative"	"White"
"643"	1276	27	"Male"	"HS to grad"	"Never married"	"Not in family"	"White"
"644"	1280	27	"Male"	"Assoc to acdm"	"Married civ spouse"	"Husband"	"White"
"645"	1291	27	"Female"	"9th"	"Married civ spouse"	"Wife"	"White"
"646"	1296	27	"Female"	"Assoc to voc"	"Never married"	"Not in family"	"White"
"647"	1300	27	"Female"	"HS to grad"	"Never married"	"Not in family"	"Black"
"648"	1305	27	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"649"	1356	27	"Male"	"Some to college"	"Divorced"	"Unmarried"	"Black"
"650"	1447	27	"Male"	"Some to college"	"Never married"	"Not in family"	"Asian Pac Islander"
"651"	1481	27	"Male"	"11th"	"Separated"	"Not in family"	"White"
"652"	1581	27	"Female"	"HS to grad"	"Never married"	"Other relative"	"Black"
"653"	1592	27	"Male"	"11th"	"Married spouse absent"	"Own child"	"Asian Pac Islander"
"654"	1619	27	"Male"	"HS to grad"	"Never married"	"Other relative"	"White"
"655"	1633	27	"Male"	"Masters"	"Never married"	"Unmarried"	"Asian Pac Islander"
"656"	1657	27	"Male"	"Prof to school"	"Never married"	"Not in family"	"Asian Pac Islander"
"657"	1670	27	"Female"	"Assoc to acdm"	"Never married"	"Not in family"	"White"
"658"	1673	27	"Male"	"Bachelors"	"Never married"	"Not in family"	"White"
"659"	1689	27	"Male"	"5th to 6th"	"Never married"	"Unmarried"	"White"
"660"	1720	27	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"661"	1723	27	"Male"	"Bachelors"	"Never married"	"Unmarried"	"Asian Pac Islander"
"662"	1735	27	"Male"	"9th"	"Never married"	"Own child"	"White"
"663"	1777	27	"Male"	"Assoc to voc"	"Never married"	"Not in family"	"White"
"664"	1789	27	"Male"	"HS to grad"	"Never married"	"Other relative"	"White"
"665"	1826	27	"Female"	"Bachelors"	"Married civ spouse"	"Wife"	"White"
"666"	1830	27	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"667"	1838	27	"Female"	"Bachelors"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"668"	1907	27	"Male"	"11th"	"Married civ spouse"	"Husband"	"White"
"669"	1969	27	"Female"	"Assoc to voc"	"Never married"	"Not in family"	"Asian Pac Islander"
"670"	2101	27	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"671"	2126	27	"Female"	"Bachelors"	"Never married"	"Not in family"	"Black"
"672"	2144	27	"Female"	"Bachelors"	"Never married"	"Own child"	"Asian Pac Islander"
"673"	2148	27	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"674"	2159	27	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"675"	2223	27	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"676"	2256	27	"Female"	"Bachelors"	"Never married"	"Own child"	"Asian Pac Islander"
"677"	2270	27	"Male"	"5th to 6th"	"Never married"	"Not in family"	"White"
"678"	2278	27	"Male"	"11th"	"Separated"	"Other relative"	"White"
"679"	2290	27	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"680"	2396	27	"Male"	"Some to college"	"Never married"	"Other relative"	"Asian Pac Islander"
"681"	2434	27	"Female"	"5th to 6th"	"Never married"	"Other relative"	"White"
"682"	2451	27	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"683"	2587	27	"Female"	"9th"	"Never married"	"Unmarried"	"White"
"684"	2596	27	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"685"	2602	27	"Male"	"10th"	"Separated"	"Own child"	"White"
"686"	2611	27	"Male"	"Some to college"	"Married civ spouse"	"Other relative"	"Other"
"687"	2621	27	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"688"	2636	27	"Male"	"HS to grad"	"Never married"	"Other relative"	"White"
"689"	2650	27	"Male"	"1st to 4th"	"Never married"	"Not in family"	"White"
"690"	2665	27	"Female"	"Masters"	"Never married"	"Not in family"	"Other"
"691"	2673	27	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"692"	2680	27	"Male"	"HS to grad"	"Never married"	"Other relative"	"Other"
"693"	1	28	"Female"	"Bachelors"	"Married civ spouse"	"Wife"	"Black"
"694"	37	28	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"Other"
"695"	71	28	"Female"	"Assoc to voc"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"696"	114	28	"Male"	"Bachelors"	"Never married"	"Not in family"	"White"
"697"	143	28	"Female"	"7th to 8th"	"Married civ spouse"	"Other relative"	"Asian Pac Islander"
"698"	155	28	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"White"
"699"	160	28	"Female"	"11th"	"Separated"	"Unmarried"	"Asian Pac Islander"
"700"	224	28	"Female"	"11th"	"Divorced"	"Unmarried"	"White"
"701"	249	28	"Male"	"9th"	"Never married"	"Not in family"	"White"
"702"	270	28	"Male"	"9th"	"Never married"	"Unmarried"	"Other"
"703"	276	28	"Male"	"10th"	"Never married"	"Other relative"	"Amer Indian Eskimo"
"704"	313	28	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"705"	384	28	"Male"	"Assoc to acdm"	"Never married"	"Own child"	"White"
"706"	443	28	"Male"	"Some to college"	"Never married"	"Not in family"	"White"
"707"	459	28	"Female"	"Bachelors"	"Never married"	"Own child"	"White"
"708"	477	28	"Female"	"Bachelors"	"Never married"	"Own child"	"Black"
"709"	543	28	"Female"	"HS to grad"	"Separated"	"Unmarried"	"White"
"710"	550	28	"Male"	"Some to college"	"Married civ spouse"	"Own child"	"Asian Pac Islander"
"711"	572	28	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"712"	617	28	"Male"	"Some to college"	"Never married"	"Other relative"	"Black"
"713"	639	28	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Black"
"714"	668	28	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"715"	711	28	"Male"	"HS to grad"	"Never married"	"Unmarried"	"White"
"716"	726	28	"Male"	"7th to 8th"	"Separated"	"Own child"	"White"
"717"	753	28	"Female"	"Assoc to voc"	"Separated"	"Unmarried"	"White"
"718"	779	28	"Male"	"HS to grad"	"Never married"	"Not in family"	"White"
"719"	797	28	"Male"	"5th to 6th"	"Never married"	"Other relative"	"White"
"720"	834	28	"Male"	"Prof to school"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"721"	856	28	"Female"	"10th"	"Married civ spouse"	"Wife"	"Other"
"722"	858	28	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"723"	866	28	"Female"	"Some to college"	"Never married"	"Own child"	"Black"
"724"	868	28	"Male"	"Assoc to acdm"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"725"	886	28	"Female"	"1st to 4th"	"Never married"	"Not in family"	"White"
"726"	893	28	"Male"	"11th"	"Never married"	"Not in family"	"White"
"727"	904	28	"Male"	"1st to 4th"	"Never married"	"Unmarried"	"White"
"728"	1031	28	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"729"	1033	28	"Male"	"HS to grad"	"Married spouse absent"	"Own child"	"Asian Pac Islander"
"730"	1050	28	"Female"	"Bachelors"	"Married spouse absent"	"Not in family"	"Asian Pac Islander"
"731"	1110	28	"Female"	"HS to grad"	"Married spouse absent"	"Not in family"	"Asian Pac Islander"
"732"	1112	28	"Male"	"5th to 6th"	"Never married"	"Not in family"	"White"
"733"	1123	28	"Female"	"HS to grad"	"Never married"	"Unmarried"	"White"
"734"	1128	28	"Male"	"10th"	"Never married"	"Other relative"	"White"
"735"	1169	28	"Male"	"Assoc to acdm"	"Married civ spouse"	"Husband"	"White"
"736"	1185	28	"Male"	"Masters"	"Never married"	"Not in family"	"Other"
"737"	1248	28	"Male"	"7th to 8th"	"Never married"	"Own child"	"White"
"738"	1274	28	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"739"	1282	28	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"740"	1285	28	"Female"	"Doctorate"	"Never married"	"Not in family"	"White"
"741"	1286	28	"Male"	"Some to college"	"Never married"	"Own child"	"White"
"742"	1351	28	"Male"	"HS to grad"	"Never married"	"Not in family"	"Asian Pac Islander"
"743"	1365	28	"Male"	"10th"	"Married spouse absent"	"Unmarried"	"White"
"744"	1377	28	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"745"	1426	28	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"746"	1452	28	"Male"	"HS to grad"	"Never married"	"Own child"	"Other"
"747"	1464	28	"Female"	"7th to 8th"	"Never married"	"Other relative"	"White"
"748"	1466	28	"Female"	"5th to 6th"	"Never married"	"Not in family"	"White"
"749"	1476	28	"Male"	"12th"	"Married civ spouse"	"Other relative"	"Other"
"750"	1531	28	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"751"	1534	28	"Male"	"9th"	"Never married"	"Not in family"	"White"
"752"	1551	28	"Male"	"Doctorate"	"Never married"	"Not in family"	"White"
"753"	1708	28	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"754"	1747	28	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"755"	1755	28	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"756"	1784	28	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"757"	1821	28	"Female"	"Assoc to acdm"	"Married civ spouse"	"Wife"	"Black"
"758"	1859	28	"Male"	"10th"	"Married civ spouse"	"Husband"	"White"
"759"	1886	28	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"760"	1977	28	"Female"	"12th"	"Married civ spouse"	"Wife"	"White"
"761"	1981	28	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"762"	2013	28	"Female"	"11th"	"Married civ spouse"	"Wife"	"White"
"763"	2036	28	"Female"	"11th"	"Never married"	"Not in family"	"Black"
"764"	2045	28	"Male"	"Some to college"	"Never married"	"Not in family"	"Other"
"765"	2071	28	"Female"	"Some to college"	"Never married"	"Not in family"	"Black"
"766"	2100	28	"Female"	"11th"	"Never married"	"Unmarried"	"White"
"767"	2121	28	"Male"	"Prof to school"	"Never married"	"Not in family"	"White"
"768"	2171	28	"Female"	"1st to 4th"	"Never married"	"Not in family"	"White"
"769"	2195	28	"Male"	"7th to 8th"	"Separated"	"Not in family"	"White"
"770"	2204	28	"Male"	"10th"	"Never married"	"Other relative"	"White"
"771"	2216	28	"Female"	"HS to grad"	"Never married"	"Other relative"	"White"
"772"	2237	28	"Male"	"Some to college"	"Never married"	"Own child"	"White"
"773"	2262	28	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"774"	2267	28	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"775"	2304	28	"Female"	"HS to grad"	"Never married"	"Unmarried"	"White"
"776"	2332	28	"Male"	"10th"	"Never married"	"Other relative"	"White"
"777"	2335	28	"Female"	"HS to grad"	"Never married"	"Unmarried"	"White"
"778"	2423	28	"Male"	"9th"	"Married civ spouse"	"Husband"	"Black"
"779"	2455	28	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Black"
"780"	2516	28	"Female"	"Assoc to voc"	"Married civ spouse"	"Wife"	"White"
"781"	2528	28	"Male"	"HS to grad"	"Never married"	"Other relative"	"White"
"782"	2529	28	"Male"	"Bachelors"	"Never married"	"Not in family"	"Black"
"783"	2633	28	"Male"	"HS to grad"	"Never married"	"Other relative"	"Other"
"784"	2651	28	"Female"	"1st to 4th"	"Married spouse absent"	"Own child"	"Other"
"785"	2687	28	"Male"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"786"	2692	28	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"787"	53	29	"Female"	"Some to college"	"Never married"	"Unmarried"	"Asian Pac Islander"
"788"	63	29	"Male"	"11th"	"Never married"	"Own child"	"Black"
"789"	101	29	"Female"	"HS to grad"	"Never married"	"Unmarried"	"Black"
"790"	145	29	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"791"	174	29	"Male"	"Doctorate"	"Never married"	"Not in family"	"White"
"792"	223	29	"Female"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"793"	228	29	"Male"	"Masters"	"Never married"	"Own child"	"Asian Pac Islander"
"794"	232	29	"Male"	"Prof to school"	"Never married"	"Own child"	"White"
"795"	259	29	"Male"	"5th to 6th"	"Never married"	"Not in family"	"White"
"796"	304	29	"Female"	"HS to grad"	"Divorced"	"Not in family"	"Other"
"797"	318	29	"Male"	"HS to grad"	"Never married"	"Not in family"	"White"
"798"	362	29	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"799"	373	29	"Male"	"Bachelors"	"Married civ spouse"	"Other relative"	"Asian Pac Islander"
"800"	378	29	"Female"	"HS to grad"	"Never married"	"Unmarried"	"White"
"801"	398	29	"Male"	"HS to grad"	"Never married"	"Unmarried"	"White"
"802"	404	29	"Male"	"12th"	"Married civ spouse"	"Husband"	"White"
"803"	426	29	"Male"	"HS to grad"	"Never married"	"Own child"	"White"
"804"	447	29	"Male"	"7th to 8th"	"Never married"	"Own child"	"White"
"805"	517	29	"Male"	"Some to college"	"Never married"	"Not in family"	"White"
"806"	527	29	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"807"	590	29	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"808"	624	29	"Female"	"Bachelors"	"Never married"	"Own child"	"White"
"809"	634	29	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"810"	635	29	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"811"	675	29	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"812"	676	29	"Female"	"Some to college"	"Married spouse absent"	"Own child"	"Asian Pac Islander"
"813"	754	29	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Black"
"814"	803	29	"Female"	"10th"	"Separated"	"Unmarried"	"White"
"815"	819	29	"Female"	"HS to grad"	"Married spouse absent"	"Not in family"	"White"
"816"	820	29	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"817"	826	29	"Male"	"1st to 4th"	"Never married"	"Not in family"	"White"
"818"	840	29	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"White"
"819"	861	29	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"820"	869	29	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"821"	938	29	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"822"	994	29	"Male"	"HS to grad"	"Never married"	"Other relative"	"Other"
"823"	1038	29	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"824"	1040	29	"Male"	"HS to grad"	"Never married"	"Not in family"	"White"
"825"	1042	29	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"826"	1043	29	"Female"	"Bachelors"	"Never married"	"Not in family"	"White"
"827"	1081	29	"Female"	"Some to college"	"Never married"	"Not in family"	"White"
"828"	1108	29	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"829"	1141	29	"Male"	"Some to college"	"Never married"	"Own child"	"Asian Pac Islander"
"830"	1244	29	"Female"	"7th to 8th"	"Married civ spouse"	"Wife"	"White"
"831"	1320	29	"Male"	"10th"	"Never married"	"Not in family"	"White"
"832"	1418	29	"Male"	"HS to grad"	"Never married"	"Not in family"	"Asian Pac Islander"
"833"	1425	29	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"834"	1492	29	"Male"	"HS to grad"	"Married spouse absent"	"Other relative"	"Asian Pac Islander"
"835"	1493	29	"Female"	"Bachelors"	"Never married"	"Own child"	"Asian Pac Islander"
"836"	1506	29	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"White"
"837"	1524	29	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"838"	1550	29	"Female"	"Assoc to voc"	"Married civ spouse"	"Wife"	"White"
"839"	1562	29	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"840"	1612	29	"Female"	"Bachelors"	"Never married"	"Not in family"	"White"
"841"	1639	29	"Male"	"1st to 4th"	"Never married"	"Own child"	"Asian Pac Islander"
"842"	1642	29	"Female"	"Some to college"	"Separated"	"Not in family"	"White"
"843"	1722	29	"Male"	"12th"	"Never married"	"Not in family"	"White"
"844"	1731	29	"Female"	"Some to college"	"Never married"	"Not in family"	"Black"
"845"	1754	29	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"846"	1756	29	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"847"	1768	29	"Female"	"HS to grad"	"Married spouse absent"	"Not in family"	"White"
"848"	1774	29	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"849"	1782	29	"Male"	"Some to college"	"Never married"	"Not in family"	"Black"
"850"	1824	29	"Female"	"Assoc to voc"	"Divorced"	"Unmarried"	"White"
"851"	1848	29	"Female"	"HS to grad"	"Married spouse absent"	"Not in family"	"Other"
"852"	1882	29	"Male"	"Bachelors"	"Never married"	"Own child"	"Asian Pac Islander"
"853"	1906	29	"Female"	"5th to 6th"	"Never married"	"Own child"	"White"
"854"	1908	29	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"855"	1947	29	"Male"	"HS to grad"	"Never married"	"Other relative"	"Other"
"856"	1964	29	"Female"	"5th to 6th"	"Never married"	"Other relative"	"White"
"857"	1978	29	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"858"	1984	29	"Female"	"Masters"	"Never married"	"Unmarried"	"Asian Pac Islander"
"859"	1998	29	"Male"	"HS to grad"	"Never married"	"Not in family"	"Asian Pac Islander"
"860"	1999	29	"Male"	"Assoc to acdm"	"Never married"	"Not in family"	"White"
"861"	2003	29	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"862"	2078	29	"Male"	"Prof to school"	"Never married"	"Unmarried"	"White"
"863"	2196	29	"Female"	"10th"	"Married spouse absent"	"Unmarried"	"White"
"864"	2219	29	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"865"	2257	29	"Female"	"Masters"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"866"	2367	29	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"White"
"867"	2399	29	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"868"	2428	29	"Male"	"Some to college"	"Never married"	"Not in family"	"Other"
"869"	2486	29	"Female"	"11th"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"870"	2593	29	"Male"	"HS to grad"	"Never married"	"Own child"	"Asian Pac Islander"
"871"	2609	29	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"872"	2629	29	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"873"	2630	29	"Female"	"HS to grad"	"Married spouse absent"	"Unmarried"	"Black"
"874"	2634	29	"Male"	"HS to grad"	"Married civ spouse"	"Own child"	"Asian Pac Islander"
"875"	2635	29	"Male"	"HS to grad"	"Never married"	"Other relative"	"White"
"876"	2646	29	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"877"	2669	29	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"878"	3	30	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"879"	13	30	"Male"	"Bachelors"	"Never married"	"Own child"	"Black"
"880"	47	30	"Male"	"11th"	"Married civ spouse"	"Husband"	"White"
"881"	58	30	"Female"	"Bachelors"	"Never married"	"Own child"	"White"
"882"	147	30	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"883"	164	30	"Male"	"9th"	"Married civ spouse"	"Other relative"	"White"
"884"	186	30	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"885"	194	30	"Female"	"Assoc to voc"	"Married civ spouse"	"Other relative"	"White"
"886"	253	30	"Male"	"Some to college"	"Never married"	"Own child"	"White"
"887"	266	30	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"888"	306	30	"Male"	"10th"	"Never married"	"Other relative"	"White"
"889"	315	30	"Female"	"HS to grad"	"Never married"	"Other relative"	"White"
"890"	340	30	"Female"	"Bachelors"	"Never married"	"Not in family"	"White"
"891"	342	30	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"White"
"892"	359	30	"Male"	"Some to college"	"Never married"	"Other relative"	"White"
"893"	368	30	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"894"	376	30	"Female"	"Bachelors"	"Never married"	"Not in family"	"Black"
"895"	381	30	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"896"	401	30	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"897"	418	30	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"898"	427	30	"Male"	"7th to 8th"	"Separated"	"Not in family"	"White"
"899"	438	30	"Male"	"Bachelors"	"Never married"	"Not in family"	"White"
"900"	441	30	"Female"	"Some to college"	"Divorced"	"Not in family"	"White"
"901"	467	30	"Male"	"Some to college"	"Never married"	"Other relative"	"Asian Pac Islander"
"902"	516	30	"Male"	"HS to grad"	"Never married"	"Unmarried"	"Asian Pac Islander"
"903"	535	30	"Male"	"Prof to school"	"Married civ spouse"	"Husband"	"Black"
"904"	547	30	"Female"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"905"	598	30	"Male"	"Preschool"	"Never married"	"Not in family"	"White"
"906"	626	30	"Male"	"Assoc to acdm"	"Married civ spouse"	"Husband"	"White"
"907"	669	30	"Female"	"9th"	"Married civ spouse"	"Wife"	"White"
"908"	686	30	"Female"	"Assoc to acdm"	"Married civ spouse"	"Wife"	"White"
"909"	715	30	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"910"	852	30	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"911"	915	30	"Male"	"Prof to school"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"912"	921	30	"Female"	"Bachelors"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"913"	927	30	"Male"	"HS to grad"	"Never married"	"Not in family"	"White"
"914"	959	30	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"915"	1036	30	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"916"	1086	30	"Male"	"HS to grad"	"Never married"	"Not in family"	"White"
"917"	1097	30	"Male"	"Some to college"	"Never married"	"Other relative"	"White"
"918"	1099	30	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"919"	1121	30	"Female"	"HS to grad"	"Never married"	"Unmarried"	"White"
"920"	1135	30	"Male"	"Assoc to acdm"	"Never married"	"Other relative"	"Asian Pac Islander"
"921"	1156	30	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Other"
"922"	1160	30	"Male"	"10th"	"Never married"	"Other relative"	"Asian Pac Islander"
"923"	1247	30	"Female"	"HS to grad"	"Never married"	"Own child"	"Black"
"924"	1249	30	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"925"	1270	30	"Female"	"Bachelors"	"Never married"	"Own child"	"Asian Pac Islander"
"926"	1281	30	"Female"	"HS to grad"	"Never married"	"Not in family"	"White"
"927"	1307	30	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"928"	1399	30	"Male"	"Some to college"	"Married civ spouse"	"Not in family"	"White"
"929"	1442	30	"Female"	"Bachelors"	"Never married"	"Not in family"	"White"
"930"	1474	30	"Female"	"Bachelors"	"Married civ spouse"	"Wife"	"Other"
"931"	1530	30	"Female"	"Some to college"	"Never married"	"Own child"	"White"
"932"	1554	30	"Female"	"HS to grad"	"Divorced"	"Other relative"	"Asian Pac Islander"
"933"	1628	30	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"934"	1634	30	"Male"	"11th"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"935"	1661	30	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"936"	1710	30	"Male"	"11th"	"Married civ spouse"	"Husband"	"White"
"937"	1749	30	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"938"	1763	30	"Male"	"Bachelors"	"Never married"	"Not in family"	"White"
"939"	1822	30	"Male"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"940"	1904	30	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"941"	1905	30	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"942"	2015	30	"Female"	"Bachelors"	"Never married"	"Not in family"	"White"
"943"	2017	30	"Male"	"HS to grad"	"Never married"	"Not in family"	"White"
"944"	2057	30	"Male"	"9th"	"Married civ spouse"	"Husband"	"Other"
"945"	2091	30	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"946"	2110	30	"Male"	"HS to grad"	"Never married"	"Other relative"	"White"
"947"	2123	30	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"948"	2132	30	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"949"	2201	30	"Male"	"Masters"	"Never married"	"Not in family"	"White"
"950"	2213	30	"Male"	"HS to grad"	"Never married"	"Not in family"	"White"
"951"	2225	30	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"952"	2246	30	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"953"	2248	30	"Female"	"Bachelors"	"Divorced"	"Not in family"	"Asian Pac Islander"
"954"	2261	30	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"955"	2264	30	"Female"	"Masters"	"Never married"	"Not in family"	"White"
"956"	2393	30	"Male"	"Masters"	"Divorced"	"Not in family"	"Asian Pac Islander"
"957"	2426	30	"Male"	"11th"	"Married spouse absent"	"Not in family"	"Amer Indian Eskimo"
"958"	2466	30	"Male"	"Assoc to voc"	"Never married"	"Other relative"	"Asian Pac Islander"
